,date,home_team,score,away_team,season
917,27-09-2018,Girona,0 - 1,Betis,18/19
918,30-09-2018,Betis,1 - 0,Leganes,18/19
919,07-10-2018,Ath Madrid,1 - 0,Betis,18/19
920,21-10-2018,Betis,0 - 1,Valladolid,18/19
921,28-10-2018,Getafe,2 - 0,Betis,18/19
922,04-11-2018,Betis,3 - 3,Celta,18/19
923,11-11-2018,Barcelona,3 - 4,Betis,18/19
924,25-11-2018,Villarreal,2 - 1,Betis,18/19
925,02-12-2018,Betis,1 - 0,Sociedad,18/19
926,09-12-2018,Betis,2 - 0,Vallecano,18/19
927,16-12-2018,Espanol,1 - 3,Betis,18/19
928,22-12-2018,Betis,1 - 1,Eibar,18/19
929,05-01-2019,Huesca,2 - 1,Betis,18/19
930,13-01-2019,Betis,1 - 2,Real Madrid,18/19
931,20-01-2019,Betis,3 - 2,Girona,18/19
932,27-01-2019,Ath Bilbao,1 - 0,Betis,18/19
933,03-02-2019,Betis,1 - 0,Ath Madrid,18/19
934,10-02-2019,Leganes,3 - 0,Betis,18/19
935,17-02-2019,Betis,1 - 1,Alaves,18/19
936,24-02-2019,Valladolid,0 - 2,Betis,18/19
937,03-03-2019,Betis,1 - 2,Getafe,18/19
938,10-03-2019,Celta,0 - 1,Betis,18/19
939,17-03-2019,Betis,1 - 4,Barcelona,18/19
940,31-03-2019,Vallecano,1 - 1,Betis,18/19
941,04-04-2019,Sociedad,2 - 1,Betis,18/19
942,07-04-2019,Betis,2 - 1,Villarreal,18/19
943,13-04-2019,Sevilla,3 - 2,Betis,18/19
944,21-04-2019,Betis,1 - 2,Valencia,18/19
945,24-04-2019,Levante,4 - 0,Betis,18/19
946,29-04-2019,Betis,1 - 1,Espanol,18/19
947,05-05-2019,Eibar,1 - 0,Betis,18/19
948,12-05-2019,Betis,2 - 1,Huesca,18/19
949,19-05-2019,Real Madrid,0 - 2,Betis,18/19
950,18-08-2018,Celta,1 - 1,Espanol,18/19
951,27-08-2018,Levante,1 - 2,Celta,18/19
952,01-09-2018,Celta,2 - 0,Ath Madrid,18/19
953,17-09-2018,Girona,3 - 2,Celta,18/19
954,22-09-2018,Celta,3 - 3,Valladolid,18/19
955,26-09-2018,Valencia,1 - 1,Celta,18/19
956,01-10-2018,Celta,1 - 1,Getafe,18/19
957,07-10-2018,Sevilla,2 - 1,Celta,18/19
958,19-10-2018,Celta,0 - 1,Alaves,18/19
959,27-10-2018,Celta,4 - 0,Eibar,18/19
960,04-11-2018,Betis,3 - 3,Celta,18/19
961,11-11-2018,Celta,2 - 4,Real Madrid,18/19
962,26-11-2018,Sociedad,2 - 1,Celta,18/19
963,01-12-2018,Celta,2 - 0,Huesca,18/19
964,08-12-2018,Villarreal,2 - 3,Celta,18/19
965,14-12-2018,Celta,0 - 0,Leganes,18/19
966,22-12-2018,Barcelona,2 - 0,Celta,18/19
967,07-01-2019,Celta,1 - 2,Ath Bilbao,18/19
968,11-01-2019,Vallecano,4 - 2,Celta,18/19
969,19-01-2019,Celta,1 - 2,Valencia,18/19
970,27-01-2019,Valladolid,2 - 1,Celta,18/19
971,02-02-2019,Celta,1 - 0,Sevilla,18/19
972,09-02-2019,Getafe,3 - 1,Celta,18/19
973,16-02-2019,Celta,1 - 4,Levante,18/19
974,23-02-2019,Alaves,0 - 0,Celta,18/19
975,03-03-2019,Eibar,1 - 0,Celta,18/19
976,10-03-2019,Celta,0 - 1,Betis,18/19
977,16-03-2019,Real Madrid,2 - 0,Celta,18/19
978,30-03-2019,Celta,3 - 2,Villarreal,18/19
979,03-04-2019,Huesca,3 - 3,Celta,18/19
980,07-04-2019,Celta,3 - 1,Sociedad,18/19
981,13-04-2019,Ath Madrid,2 - 0,Celta,18/19
982,20-04-2019,Celta,2 - 1,Girona,18/19
983,24-04-2019,Espanol,1 - 1,Celta,18/19
984,27-04-2019,Leganes,0 - 0,Celta,18/19
985,04-05-2019,Celta,2 - 0,Barcelona,18/19
986,12-05-2019,Ath Bilbao,3 - 1,Celta,18/19
987,18-05-2019,Celta,2 - 2,Vallecano,18/19
988,19-08-2018,Eibar,1 - 2,Huesca,18/19
989,24-08-2018,Getafe,2 - 0,Eibar,18/19
990,31-08-2018,Eibar,2 - 1,Sociedad,18/19
991,15-09-2018,Ath Madrid,1 - 1,Eibar,18/19
992,22-09-2018,Eibar,1 - 0,Leganes,18/19
993,25-09-2018,Espanol,1 - 0,Eibar,18/19
994,29-09-2018,Eibar,1 - 3,Sevilla,18/19
995,06-10-2018,Girona,2 - 3,Eibar,18/19
996,21-10-2018,Eibar,1 - 1,Ath Bilbao,18/19
997,27-10-2018,Celta,4 - 0,Eibar,18/19
998,04-11-2018,Eibar,2 - 1,Alaves,18/19
999,10-11-2018,Valladolid,0 - 0,Eibar,18/19
1000,24-11-2018,Eibar,3 - 0,Real Madrid,18/19
1001,30-11-2018,Vallecano,1 - 0,Eibar,18/19
1002,09-12-2018,Eibar,4 - 4,Levante,18/19
1003,15-12-2018,Eibar,1 - 1,Valencia,18/19
1004,22-12-2018,Betis,1 - 1,Eibar,18/19
1005,06-01-2019,Eibar,0 - 0,Villarreal,18/19
1006,13-01-2019,Barcelona,3 - 0,Eibar,18/19
1007,21-01-2019,Eibar,3 - 0,Espanol,18/19
1008,26-01-2019,Leganes,2 - 2,Eibar,18/19
1009,03-02-2019,Eibar,3 - 0,Girona,18/19
1010,10-02-2019,Sevilla,2 - 2,Eibar,18/19
1011,15-02-2019,Eibar,2 - 2,Getafe,18/19
1012,23-02-2019,Ath Bilbao,1 - 0,Eibar,18/19
1013,03-03-2019,Eibar,1 - 0,Celta,18/19
1014,09-03-2019,Alaves,1 - 1,Eibar,18/19
1015,17-03-2019,Eibar,1 - 2,Valladolid,18/19
1016,31-03-2019,Levante,2 - 2,Eibar,18/19
1017,03-04-2019,Eibar,2 - 1,Vallecano,18/19
1018,06-04-2019,Real Madrid,2 - 1,Eibar,18/19
1019,14-04-2019,Sociedad,1 - 1,Eibar,18/19
1020,20-04-2019,Eibar,0 - 1,Ath Madrid,18/19
1021,23-04-2019,Huesca,2 - 0,Eibar,18/19
1022,28-04-2019,Valencia,0 - 1,Eibar,18/19
1023,05-05-2019,Eibar,1 - 0,Betis,18/19
1024,12-05-2019,Villarreal,1 - 0,Eibar,18/19
1025,19-05-2019,Eibar,2 - 2,Barcelona,18/19
1026,18-08-2018,Celta,1 - 1,Espanol,18/19
1027,26-08-2018,Espanol,2 - 0,Valencia,18/19
1028,02-09-2018,Alaves,2 - 1,Espanol,18/19
1029,16-09-2018,Espanol,1 - 0,Levante,18/19
1030,22-09-2018,Real Madrid,1 - 0,Espanol,18/19
1031,25-09-2018,Espanol,1 - 0,Eibar,18/19
1032,28-09-2018,Vallecano,2 - 2,Espanol,18/19
1033,07-10-2018,Espanol,3 - 1,Villarreal,18/19
1034,21-10-2018,Huesca,0 - 2,Espanol,18/19
1035,26-10-2018,Valladolid,1 - 1,Espanol,18/19
1036,05-11-2018,Espanol,1 - 0,Ath Bilbao,18/19
1037,11-11-2018,Sevilla,2 - 1,Espanol,18/19
1038,25-11-2018,Espanol,1 - 3,Girona,18/19
1039,01-12-2018,Getafe,3 - 0,Espanol,18/19
1040,08-12-2018,Espanol,0 - 4,Barcelona,18/19
1041,16-12-2018,Espanol,1 - 3,Betis,18/19
1042,22-12-2018,Ath Madrid,1 - 0,Espanol,18/19
1043,04-01-2019,Espanol,1 - 0,Leganes,18/19
1044,14-01-2019,Sociedad,3 - 2,Espanol,18/19
1045,21-01-2019,Eibar,3 - 0,Espanol,18/19
1046,27-01-2019,Espanol,2 - 4,Real Madrid,18/19
1047,03-02-2019,Villarreal,2 - 2,Espanol,18/19
1048,09-02-2019,Espanol,2 - 1,Vallecano,18/19
1049,17-02-2019,Valencia,0 - 0,Espanol,18/19
1050,22-02-2019,Espanol,1 - 1,Huesca,18/19
1051,02-03-2019,Espanol,3 - 1,Valladolid,18/19
1052,08-03-2019,Ath Bilbao,1 - 1,Espanol,18/19
1053,17-03-2019,Espanol,0 - 1,Sevilla,18/19
1054,30-03-2019,Barcelona,2 - 0,Espanol,18/19
1055,02-04-2019,Espanol,1 - 1,Getafe,18/19
1056,06-04-2019,Girona,1 - 2,Espanol,18/19
1057,13-04-2019,Espanol,2 - 1,Alaves,18/19
1058,21-04-2019,Levante,2 - 2,Espanol,18/19
1059,24-04-2019,Espanol,1 - 1,Celta,18/19
1060,29-04-2019,Betis,1 - 1,Espanol,18/19
1061,04-05-2019,Espanol,3 - 0,Ath Madrid,18/19
1062,12-05-2019,Leganes,0 - 2,Espanol,18/19
1063,18-05-2019,Espanol,2 - 0,Sociedad,18/19
1064,19-08-2018,Real Madrid,2 - 0,Getafe,18/19
1065,24-08-2018,Getafe,2 - 0,Eibar,18/19
1066,31-08-2018,Getafe,0 - 0,Valladolid,18/19
1067,16-09-2018,Sevilla,0 - 2,Getafe,18/19
1068,22-09-2018,Getafe,0 - 2,Ath Madrid,18/19
1069,27-09-2018,Alaves,1 - 1,Getafe,18/19
1070,01-10-2018,Celta,1 - 1,Getafe,18/19
1071,06-10-2018,Getafe,0 - 1,Levante,18/19
1072,21-10-2018,Vallecano,1 - 2,Getafe,18/19
1073,28-10-2018,Getafe,2 - 0,Betis,18/19
1074,04-11-2018,Huesca,1 - 1,Getafe,18/19
1075,10-11-2018,Getafe,0 - 1,Valencia,18/19
1076,25-11-2018,Ath Bilbao,1 - 1,Getafe,18/19
1077,01-12-2018,Getafe,3 - 0,Espanol,18/19
1078,07-12-2018,Leganes,1 - 1,Getafe,18/19
1079,15-12-2018,Getafe,1 - 0,Sociedad,18/19
1080,21-12-2018,Girona,1 - 1,Getafe,18/19
1081,06-01-2019,Getafe,1 - 2,Barcelona,18/19
1082,12-01-2019,Villarreal,1 - 2,Getafe,18/19
1083,18-01-2019,Getafe,4 - 0,Alaves,18/19
1084,26-01-2019,Ath Madrid,2 - 0,Getafe,18/19
1085,02-02-2019,Levante,0 - 0,Getafe,18/19
1086,09-02-2019,Getafe,3 - 1,Celta,18/19
1087,15-02-2019,Eibar,2 - 2,Getafe,18/19
1088,23-02-2019,Getafe,2 - 1,Vallecano,18/19
1089,03-03-2019,Betis,1 - 2,Getafe,18/19
1090,09-03-2019,Getafe,2 - 1,Huesca,18/19
1091,17-03-2019,Valencia,0 - 0,Getafe,18/19
1092,30-03-2019,Getafe,0 - 2,Leganes,18/19
1093,02-04-2019,Espanol,1 - 1,Getafe,18/19
1094,07-04-2019,Getafe,1 - 0,Ath Bilbao,18/19
1095,14-04-2019,Valladolid,2 - 2,Getafe,18/19
1096,21-04-2019,Getafe,3 - 0,Sevilla,18/19
1097,25-04-2019,Getafe,0 - 0,Real Madrid,18/19
1098,28-04-2019,Sociedad,2 - 1,Getafe,18/19
1099,05-05-2019,Getafe,2 - 0,Girona,18/19
1100,12-05-2019,Barcelona,2 - 0,Getafe,18/19
1101,18-05-2019,Getafe,2 - 2,Villarreal,18/19
1102,17-08-2018,Girona,0 - 0,Valladolid,18/19
1103,26-08-2018,Girona,1 - 4,Real Madrid,18/19
1104,31-08-2018,Villarreal,0 - 1,Girona,18/19
1105,17-09-2018,Girona,3 - 2,Celta,18/19
1106,23-09-2018,Barcelona,2 - 2,Girona,18/19
1107,27-09-2018,Girona,0 - 1,Betis,18/19
1108,30-09-2018,Huesca,1 - 1,Girona,18/19
1109,06-10-2018,Girona,2 - 3,Eibar,18/19
1110,22-10-2018,Sociedad,0 - 0,Girona,18/19
1111,27-10-2018,Girona,2 - 1,Vallecano,18/19
1112,03-11-2018,Valencia,0 - 1,Girona,18/19
1113,10-11-2018,Girona,0 - 0,Leganes,18/19
1114,25-11-2018,Espanol,1 - 3,Girona,18/19
1115,02-12-2018,Girona,1 - 1,Ath Madrid,18/19
1116,10-12-2018,Ath Bilbao,1 - 0,Girona,18/19
1117,16-12-2018,Sevilla,2 - 0,Girona,18/19
1118,21-12-2018,Girona,1 - 1,Getafe,18/19
1119,04-01-2019,Levante,2 - 2,Girona,18/19
1120,12-01-2019,Girona,1 - 1,Alaves,18/19
1121,20-01-2019,Betis,3 - 2,Girona,18/19
1122,27-01-2019,Girona,0 - 2,Barcelona,18/19
1123,03-02-2019,Eibar,3 - 0,Girona,18/19
1124,09-02-2019,Girona,0 - 2,Huesca,18/19
1125,17-02-2019,Real Madrid,1 - 2,Girona,18/19
1126,25-02-2019,Girona,0 - 0,Sociedad,18/19
1127,01-03-2019,Vallecano,0 - 2,Girona,18/19
1128,10-03-2019,Girona,2 - 3,Valencia,18/19
1129,16-03-2019,Leganes,0 - 2,Girona,18/19
1130,29-03-2019,Girona,1 - 2,Ath Bilbao,18/19
1131,02-04-2019,Ath Madrid,2 - 0,Girona,18/19
1132,06-04-2019,Girona,1 - 2,Espanol,18/19
1133,14-04-2019,Girona,0 - 1,Villarreal,18/19
1134,20-04-2019,Celta,2 - 1,Girona,18/19
1135,23-04-2019,Valladolid,1 - 0,Girona,18/19
1136,28-04-2019,Girona,1 - 0,Sevilla,18/19
1137,05-05-2019,Getafe,2 - 0,Girona,18/19
1138,12-05-2019,Girona,1 - 2,Levante,18/19
1139,18-05-2019,Alaves,2 - 1,Girona,18/19
1140,19-08-2018,Eibar,1 - 2,Huesca,18/19
1141,27-08-2018,Ath Bilbao,2 - 2,Huesca,18/19
1142,02-09-2018,Barcelona,8 - 2,Huesca,18/19
1143,14-09-2018,Huesca,0 - 1,Vallecano,18/19
1144,21-09-2018,Huesca,0 - 1,Sociedad,18/19
1145,25-09-2018,Ath Madrid,3 - 0,Huesca,18/19
1146,30-09-2018,Huesca,1 - 1,Girona,18/19
1147,07-10-2018,Valladolid,1 - 0,Huesca,18/19
1148,21-10-2018,Huesca,0 - 2,Espanol,18/19
1149,28-10-2018,Sevilla,2 - 1,Huesca,18/19
1150,04-11-2018,Huesca,1 - 1,Getafe,18/19
1151,11-11-2018,Alaves,2 - 1,Huesca,18/19
1152,24-11-2018,Huesca,2 - 2,Levante,18/19
1153,01-12-2018,Celta,2 - 0,Huesca,18/19
1154,09-12-2018,Huesca,0 - 1,Real Madrid,18/19
1155,16-12-2018,Huesca,2 - 2,Villarreal,18/19
1156,23-12-2018,Valencia,2 - 1,Huesca,18/19
1157,05-01-2019,Huesca,2 - 1,Betis,18/19
1158,12-01-2019,Leganes,1 - 0,Huesca,18/19
1159,19-01-2019,Huesca,0 - 3,Ath Madrid,18/19
1160,27-01-2019,Sociedad,0 - 0,Huesca,18/19
1161,01-02-2019,Huesca,4 - 0,Valladolid,18/19
1162,09-02-2019,Girona,0 - 2,Huesca,18/19
1163,18-02-2019,Huesca,0 - 1,Ath Bilbao,18/19
1164,22-02-2019,Espanol,1 - 1,Huesca,18/19
1165,02-03-2019,Huesca,2 - 1,Sevilla,18/19
1166,09-03-2019,Getafe,2 - 1,Huesca,18/19
1167,16-03-2019,Huesca,1 - 3,Alaves,18/19
1168,31-03-2019,Real Madrid,3 - 2,Huesca,18/19
1169,03-04-2019,Huesca,3 - 3,Celta,18/19
1170,07-04-2019,Levante,2 - 2,Huesca,18/19
1171,13-04-2019,Huesca,0 - 0,Barcelona,18/19
1172,20-04-2019,Vallecano,0 - 0,Huesca,18/19
1173,23-04-2019,Huesca,2 - 0,Eibar,18/19
1174,28-04-2019,Villarreal,1 - 1,Huesca,18/19
1175,05-05-2019,Huesca,2 - 6,Valencia,18/19
1176,12-05-2019,Betis,2 - 1,Huesca,18/19
1177,18-05-2019,Huesca,2 - 1,Leganes,18/19
1178,20-08-2018,Ath Bilbao,2 - 1,Leganes,18/19
1179,24-08-2018,Leganes,2 - 2,Sociedad,18/19
1180,01-09-2018,Real Madrid,4 - 1,Leganes,18/19
1181,16-09-2018,Leganes,0 - 1,Villarreal,18/19
1182,22-09-2018,Eibar,1 - 0,Leganes,18/19
1183,26-09-2018,Leganes,2 - 1,Barcelona,18/19
1184,30-09-2018,Betis,1 - 0,Leganes,18/19
1185,06-10-2018,Leganes,1 - 0,Vallecano,18/19
1186,20-10-2018,Valencia,1 - 1,Leganes,18/19
1187,27-10-2018,Levante,2 - 0,Leganes,18/19
1188,03-11-2018,Leganes,1 - 1,Ath Madrid,18/19
1189,10-11-2018,Girona,0 - 0,Leganes,18/19
1190,23-11-2018,Leganes,1 - 0,Alaves,18/19
1191,01-12-2018,Valladolid,2 - 4,Leganes,18/19
1192,07-12-2018,Leganes,1 - 1,Getafe,18/19
1193,14-12-2018,Celta,0 - 0,Leganes,18/19
1194,23-12-2018,Leganes,1 - 1,Sevilla,18/19
1195,04-01-2019,Espanol,1 - 0,Leganes,18/19
1196,12-01-2019,Leganes,1 - 0,Huesca,18/19
1197,20-01-2019,Barcelona,3 - 1,Leganes,18/19
1198,26-01-2019,Leganes,2 - 2,Eibar,18/19
1199,04-02-2019,Vallecano,1 - 2,Leganes,18/19
1200,10-02-2019,Leganes,3 - 0,Betis,18/19
1201,16-02-2019,Sociedad,3 - 0,Leganes,18/19
1202,24-02-2019,Leganes,1 - 1,Valencia,18/19
1203,04-03-2019,Leganes,1 - 0,Levante,18/19
1204,09-03-2019,Ath Madrid,1 - 0,Leganes,18/19
1205,16-03-2019,Leganes,0 - 2,Girona,18/19
1206,30-03-2019,Getafe,0 - 2,Leganes,18/19
1207,04-04-2019,Leganes,1 - 0,Valladolid,18/19
1208,07-04-2019,Alaves,1 - 1,Leganes,18/19
1209,15-04-2019,Leganes,1 - 1,Real Madrid,18/19
1210,21-04-2019,Villarreal,2 - 1,Leganes,18/19
1211,24-04-2019,Leganes,0 - 1,Ath Bilbao,18/19
1212,27-04-2019,Leganes,0 - 0,Celta,18/19
1213,03-05-2019,Sevilla,0 - 3,Leganes,18/19
1214,12-05-2019,Leganes,0 - 2,Espanol,18/19
1215,18-05-2019,Huesca,2 - 1,Leganes,18/19
1216,17-08-2018,Betis,0 - 3,Levante,18/19
1217,27-08-2018,Levante,1 - 2,Celta,18/19
1218,02-09-2018,Levante,2 - 2,Valencia,18/19
1219,16-09-2018,Espanol,1 - 0,Levante,18/19
1220,23-09-2018,Levante,2 - 6,Sevilla,18/19
1221,27-09-2018,Valladolid,2 - 1,Levante,18/19
1222,30-09-2018,Levante,2 - 1,Alaves,18/19
1223,06-10-2018,Getafe,0 - 1,Levante,18/19
1224,20-10-2018,Real Madrid,1 - 2,Levante,18/19
1225,27-10-2018,Levante,2 - 0,Leganes,18/19
1226,04-11-2018,Villarreal,1 - 1,Levante,18/19
1227,09-11-2018,Levante,1 - 3,Sociedad,18/19
1228,24-11-2018,Huesca,2 - 2,Levante,18/19
1229,03-12-2018,Levante,3 - 0,Ath Bilbao,18/19
1230,09-12-2018,Eibar,4 - 4,Levante,18/19
1231,16-12-2018,Levante,0 - 5,Barcelona,18/19
1232,23-12-2018,Vallecano,2 - 1,Levante,18/19
1233,04-01-2019,Levante,2 - 2,Girona,18/19
1234,13-01-2019,Ath Madrid,1 - 0,Levante,18/19
1235,20-01-2019,Levante,2 - 0,Valladolid,18/19
1236,26-01-2019,Sevilla,5 - 0,Levante,18/19
1237,02-02-2019,Levante,0 - 0,Getafe,18/19
1238,11-02-2019,Alaves,2 - 0,Levante,18/19
1239,16-02-2019,Celta,1 - 4,Levante,18/19
1240,24-02-2019,Levante,1 - 2,Real Madrid,18/19
1241,04-03-2019,Leganes,1 - 0,Levante,18/19
1242,10-03-2019,Levante,0 - 2,Villarreal,18/19
1243,15-03-2019,Sociedad,1 - 1,Levante,18/19
1244,31-03-2019,Levante,2 - 2,Eibar,18/19
1245,03-04-2019,Ath Bilbao,3 - 2,Levante,18/19
1246,07-04-2019,Levante,2 - 2,Huesca,18/19
1247,14-04-2019,Valencia,3 - 1,Levante,18/19
1248,21-04-2019,Levante,2 - 2,Espanol,18/19
1249,24-04-2019,Levante,4 - 0,Betis,18/19
1250,27-04-2019,Barcelona,1 - 0,Levante,18/19
1251,04-05-2019,Levante,4 - 1,Vallecano,18/19
1252,12-05-2019,Girona,1 - 2,Levante,18/19
1253,18-05-2019,Levante,2 - 2,Ath Madrid,18/19
1254,19-08-2018,Real Madrid,2 - 0,Getafe,18/19
1255,26-08-2018,Girona,1 - 4,Real Madrid,18/19
1256,01-09-2018,Real Madrid,4 - 1,Leganes,18/19
1257,15-09-2018,Ath Bilbao,1 - 1,Real Madrid,18/19
1258,22-09-2018,Real Madrid,1 - 0,Espanol,18/19
1259,26-09-2018,Sevilla,3 - 0,Real Madrid,18/19
1260,29-09-2018,Real Madrid,0 - 0,Ath Madrid,18/19
1261,06-10-2018,Alaves,1 - 0,Real Madrid,18/19
1262,20-10-2018,Real Madrid,1 - 2,Levante,18/19
1263,28-10-2018,Barcelona,5 - 1,Real Madrid,18/19
1264,03-11-2018,Real Madrid,2 - 0,Valladolid,18/19
1265,11-11-2018,Celta,2 - 4,Real Madrid,18/19
1266,24-11-2018,Eibar,3 - 0,Real Madrid,18/19
1267,01-12-2018,Real Madrid,2 - 0,Valencia,18/19
1268,09-12-2018,Huesca,0 - 1,Real Madrid,18/19
1269,15-12-2018,Real Madrid,1 - 0,Vallecano,18/19
1270,03-01-2019,Villarreal,2 - 2,Real Madrid,18/19
1271,06-01-2019,Real Madrid,0 - 2,Sociedad,18/19
1272,13-01-2019,Betis,1 - 2,Real Madrid,18/19
1273,19-01-2019,Real Madrid,2 - 0,Sevilla,18/19
1274,27-01-2019,Espanol,2 - 4,Real Madrid,18/19
1275,03-02-2019,Real Madrid,3 - 0,Alaves,18/19
1276,09-02-2019,Ath Madrid,1 - 3,Real Madrid,18/19
1277,17-02-2019,Real Madrid,1 - 2,Girona,18/19
1278,24-02-2019,Levante,1 - 2,Real Madrid,18/19
1279,02-03-2019,Real Madrid,0 - 1,Barcelona,18/19
1280,10-03-2019,Valladolid,1 - 4,Real Madrid,18/19
1281,16-03-2019,Real Madrid,2 - 0,Celta,18/19
1282,31-03-2019,Real Madrid,3 - 2,Huesca,18/19
1283,03-04-2019,Valencia,2 - 1,Real Madrid,18/19
1284,06-04-2019,Real Madrid,2 - 1,Eibar,18/19
1285,15-04-2019,Leganes,1 - 1,Real Madrid,18/19
1286,21-04-2019,Real Madrid,3 - 0,Ath Bilbao,18/19
1287,25-04-2019,Getafe,0 - 0,Real Madrid,18/19
1288,28-04-2019,Vallecano,1 - 0,Real Madrid,18/19
1289,05-05-2019,Real Madrid,3 - 2,Villarreal,18/19
1290,12-05-2019,Sociedad,3 - 1,Real Madrid,18/19
1291,19-05-2019,Real Madrid,0 - 2,Betis,18/19
1292,19-08-2018,Vallecano,1 - 4,Sevilla,18/19
1293,26-08-2018,Sevilla,0 - 0,Villarreal,18/19
1294,02-09-2018,Betis,1 - 0,Sevilla,18/19
1295,16-09-2018,Sevilla,0 - 2,Getafe,18/19
1296,23-09-2018,Levante,2 - 6,Sevilla,18/19
1297,26-09-2018,Sevilla,3 - 0,Real Madrid,18/19
1298,29-09-2018,Eibar,1 - 3,Sevilla,18/19
1299,07-10-2018,Sevilla,2 - 1,Celta,18/19
1300,20-10-2018,Barcelona,4 - 2,Sevilla,18/19
1301,28-10-2018,Sevilla,2 - 1,Huesca,18/19
1302,04-11-2018,Sociedad,0 - 0,Sevilla,18/19
1303,11-11-2018,Sevilla,2 - 1,Espanol,18/19
1304,25-11-2018,Sevilla,1 - 0,Valladolid,18/19
1305,02-12-2018,Alaves,1 - 1,Sevilla,18/19
1306,08-12-2018,Valencia,1 - 1,Sevilla,18/19
1307,16-12-2018,Sevilla,2 - 0,Girona,18/19
1308,23-12-2018,Leganes,1 - 1,Sevilla,18/19
1309,06-01-2019,Sevilla,1 - 1,Ath Madrid,18/19
1310,13-01-2019,Ath Bilbao,2 - 0,Sevilla,18/19
1311,19-01-2019,Real Madrid,2 - 0,Sevilla,18/19
1312,26-01-2019,Sevilla,5 - 0,Levante,18/19
1313,02-02-2019,Celta,1 - 0,Sevilla,18/19
1314,10-02-2019,Sevilla,2 - 2,Eibar,18/19
1315,17-02-2019,Villarreal,3 - 0,Sevilla,18/19
1316,23-02-2019,Sevilla,2 - 4,Barcelona,18/19
1317,02-03-2019,Huesca,2 - 1,Sevilla,18/19
1318,10-03-2019,Sevilla,5 - 2,Sociedad,18/19
1319,17-03-2019,Espanol,0 - 1,Sevilla,18/19
1320,31-03-2019,Sevilla,0 - 1,Valencia,18/19
1321,04-04-2019,Sevilla,2 - 0,Alaves,18/19
1322,07-04-2019,Valladolid,0 - 2,Sevilla,18/19
1323,13-04-2019,Sevilla,3 - 2,Betis,18/19
1324,21-04-2019,Getafe,3 - 0,Sevilla,18/19
1325,25-04-2019,Sevilla,5 - 0,Vallecano,18/19
1326,28-04-2019,Girona,1 - 0,Sevilla,18/19
1327,03-05-2019,Sevilla,0 - 3,Leganes,18/19
1328,12-05-2019,Ath Madrid,1 - 1,Sevilla,18/19
1329,18-05-2019,Sevilla,2 - 0,Ath Bilbao,18/19
1330,18-08-2018,Villarreal,1 - 2,Sociedad,18/19
1331,24-08-2018,Leganes,2 - 2,Sociedad,18/19
1332,31-08-2018,Eibar,2 - 1,Sociedad,18/19
1333,15-09-2018,Sociedad,1 - 2,Barcelona,18/19
1334,21-09-2018,Huesca,0 - 1,Sociedad,18/19
1335,25-09-2018,Sociedad,2 - 2,Vallecano,18/19
1336,29-09-2018,Sociedad,0 - 1,Valencia,18/19
1337,05-10-2018,Ath Bilbao,1 - 3,Sociedad,18/19
1338,22-10-2018,Sociedad,0 - 0,Girona,18/19
1339,27-10-2018,Ath Madrid,2 - 0,Sociedad,18/19
1340,04-11-2018,Sociedad,0 - 0,Sevilla,18/19
1341,09-11-2018,Levante,1 - 3,Sociedad,18/19
1342,26-11-2018,Sociedad,2 - 1,Celta,18/19
1343,02-12-2018,Betis,1 - 0,Sociedad,18/19
1344,09-12-2018,Sociedad,1 - 2,Valladolid,18/19
1345,15-12-2018,Getafe,1 - 0,Sociedad,18/19
1346,21-12-2018,Sociedad,0 - 1,Alaves,18/19
1347,06-01-2019,Real Madrid,0 - 2,Sociedad,18/19
1348,14-01-2019,Sociedad,3 - 2,Espanol,18/19
1349,20-01-2019,Vallecano,2 - 2,Sociedad,18/19
1350,27-01-2019,Sociedad,0 - 0,Huesca,18/19
1351,02-02-2019,Sociedad,2 - 1,Ath Bilbao,18/19
1352,10-02-2019,Valencia,0 - 0,Sociedad,18/19
1353,16-02-2019,Sociedad,3 - 0,Leganes,18/19
1354,25-02-2019,Girona,0 - 0,Sociedad,18/19
1355,03-03-2019,Sociedad,0 - 2,Ath Madrid,18/19
1356,10-03-2019,Sevilla,5 - 2,Sociedad,18/19
1357,15-03-2019,Sociedad,1 - 1,Levante,18/19
1358,31-03-2019,Valladolid,1 - 1,Sociedad,18/19
1359,04-04-2019,Sociedad,2 - 1,Betis,18/19
1360,07-04-2019,Celta,3 - 1,Sociedad,18/19
1361,14-04-2019,Sociedad,1 - 1,Eibar,18/19
1362,20-04-2019,Barcelona,2 - 1,Sociedad,18/19
1363,25-04-2019,Sociedad,0 - 1,Villarreal,18/19
1364,28-04-2019,Sociedad,2 - 1,Getafe,18/19
1365,04-05-2019,Alaves,0 - 1,Sociedad,18/19
1366,12-05-2019,Sociedad,3 - 1,Real Madrid,18/19
1367,18-05-2019,Espanol,2 - 0,Sociedad,18/19
1368,20-08-2018,Valencia,1 - 1,Ath Madrid,18/19
1369,26-08-2018,Espanol,2 - 0,Valencia,18/19
1370,02-09-2018,Levante,2 - 2,Valencia,18/19
1371,15-09-2018,Valencia,0 - 0,Betis,18/19
1372,23-09-2018,Villarreal,0 - 0,Valencia,18/19
1373,26-09-2018,Valencia,1 - 1,Celta,18/19
1374,29-09-2018,Sociedad,0 - 1,Valencia,18/19
1375,07-10-2018,Valencia,1 - 1,Barcelona,18/19
1376,20-10-2018,Valencia,1 - 1,Leganes,18/19
