,date,home_team,score,away_team,season
2723,07-03-2021,Huesca,3 - 4,Celta,20/21
2724,15-03-2021,Barcelona,4 - 1,Huesca,20/21
2725,20-03-2021,Huesca,0 - 0,Osasuna,20/21
2726,02-04-2021,Levante,0 - 2,Huesca,20/21
2727,09-04-2021,Huesca,3 - 1,Elche,20/21
2728,18-04-2021,Alaves,1 - 0,Huesca,20/21
2729,22-04-2021,Ath Madrid,2 - 0,Huesca,20/21
2730,25-04-2021,Huesca,0 - 2,Getafe,20/21
2731,01-05-2021,Huesca,1 - 0,Sociedad,20/21
2732,08-05-2021,Cadiz,2 - 1,Huesca,20/21
2733,12-05-2021,Huesca,1 - 0,Ath Bilbao,20/21
2734,16-05-2021,Betis,1 - 0,Huesca,20/21
2735,22-05-2021,Huesca,0 - 0,Valencia,20/21
2736,13-09-2020,Valencia,4 - 2,Levante,20/21
2737,27-09-2020,Osasuna,1 - 3,Levante,20/21
2738,01-10-2020,Sevilla,1 - 0,Levante,20/21
2739,04-10-2020,Levante,0 - 2,Real Madrid,20/21
2740,18-10-2020,Ath Bilbao,2 - 0,Levante,20/21
2741,26-10-2020,Levante,1 - 1,Celta,20/21
2742,01-11-2020,Granada,1 - 1,Levante,20/21
2743,08-11-2020,Levante,1 - 1,Alaves,20/21
2744,21-11-2020,Levante,1 - 1,Elche,20/21
2745,27-11-2020,Valladolid,1 - 1,Levante,20/21
2746,05-12-2020,Levante,3 - 0,Getafe,20/21
2747,13-12-2020,Barcelona,1 - 0,Levante,20/21
2748,19-12-2020,Levante,2 - 1,Sociedad,20/21
2749,22-12-2020,Huesca,1 - 1,Levante,20/21
2750,29-12-2020,Levante,4 - 3,Betis,20/21
2751,02-01-2021,Villarreal,2 - 1,Levante,20/21
2752,10-01-2021,Levante,2 - 1,Eibar,20/21
2753,19-01-2021,Cadiz,2 - 2,Levante,20/21
2754,22-01-2021,Levante,2 - 2,Valladolid,20/21
2755,30-01-2021,Real Madrid,1 - 2,Levante,20/21
2756,06-02-2021,Levante,2 - 2,Granada,20/21
2757,14-02-2021,Levante,0 - 1,Osasuna,20/21
2758,17-02-2021,Levante,1 - 1,Ath Madrid,20/21
2759,20-02-2021,Ath Madrid,0 - 2,Levante,20/21
2760,26-02-2021,Levante,1 - 1,Ath Bilbao,20/21
2761,07-03-2021,Sociedad,1 - 0,Levante,20/21
2762,12-03-2021,Levante,1 - 0,Valencia,20/21
2763,19-03-2021,Betis,2 - 0,Levante,20/21
2764,02-04-2021,Levante,0 - 2,Huesca,20/21
2765,10-04-2021,Eibar,0 - 1,Levante,20/21
2766,18-04-2021,Levante,1 - 5,Villarreal,20/21
2767,21-04-2021,Levante,0 - 1,Sevilla,20/21
2768,24-04-2021,Elche,1 - 0,Levante,20/21
2769,30-04-2021,Celta,2 - 0,Levante,20/21
2770,08-05-2021,Alaves,2 - 2,Levante,20/21
2771,11-05-2021,Levante,3 - 3,Barcelona,20/21
2772,16-05-2021,Getafe,2 - 1,Levante,20/21
2773,21-05-2021,Levante,2 - 2,Cadiz,20/21
2774,12-09-2020,Cadiz,0 - 2,Osasuna,20/21
2775,19-09-2020,Getafe,1 - 0,Osasuna,20/21
2776,27-09-2020,Osasuna,1 - 3,Levante,20/21
2777,04-10-2020,Osasuna,2 - 0,Celta,20/21
2778,18-10-2020,Eibar,0 - 0,Osasuna,20/21
2779,24-10-2020,Osasuna,1 - 0,Ath Bilbao,20/21
2780,31-10-2020,Osasuna,1 - 3,Ath Madrid,20/21
2781,07-11-2020,Sevilla,1 - 0,Osasuna,20/21
2782,20-11-2020,Osasuna,1 - 1,Huesca,20/21
2783,29-11-2020,Barcelona,4 - 0,Osasuna,20/21
2784,06-12-2020,Osasuna,0 - 2,Betis,20/21
2785,11-12-2020,Valladolid,3 - 2,Osasuna,20/21
2786,19-12-2020,Osasuna,1 - 3,Villarreal,20/21
2787,22-12-2020,Elche,2 - 2,Osasuna,20/21
2788,31-12-2020,Osasuna,1 - 1,Alaves,20/21
2789,03-01-2021,Sociedad,1 - 1,Osasuna,20/21
2790,09-01-2021,Osasuna,0 - 0,Real Madrid,20/21
2791,12-01-2021,Granada,2 - 0,Osasuna,20/21
2792,21-01-2021,Valencia,1 - 1,Osasuna,20/21
2793,24-01-2021,Osasuna,3 - 1,Granada,20/21
2794,01-02-2021,Betis,1 - 0,Osasuna,20/21
2795,07-02-2021,Osasuna,2 - 1,Eibar,20/21
2796,14-02-2021,Levante,0 - 1,Osasuna,20/21
2797,22-02-2021,Osasuna,0 - 2,Sevilla,20/21
2798,27-02-2021,Alaves,0 - 1,Osasuna,20/21
2799,06-03-2021,Osasuna,0 - 2,Barcelona,20/21
2800,13-03-2021,Osasuna,0 - 0,Valladolid,20/21
2801,20-03-2021,Huesca,0 - 0,Osasuna,20/21
2802,03-04-2021,Osasuna,0 - 0,Getafe,20/21
2803,11-04-2021,Villarreal,1 - 2,Osasuna,20/21
2804,18-04-2021,Osasuna,2 - 0,Elche,20/21
2805,21-04-2021,Osasuna,3 - 1,Valencia,20/21
2806,25-04-2021,Celta,2 - 1,Osasuna,20/21
2807,01-05-2021,Real Madrid,2 - 0,Osasuna,20/21
2808,08-05-2021,Ath Bilbao,2 - 2,Osasuna,20/21
2809,11-05-2021,Osasuna,3 - 2,Cadiz,20/21
2810,16-05-2021,Ath Madrid,2 - 1,Osasuna,20/21
2811,22-05-2021,Osasuna,0 - 1,Sociedad,20/21
2812,20-09-2020,Sociedad,0 - 0,Real Madrid,20/21
2813,26-09-2020,Betis,2 - 3,Real Madrid,20/21
2814,30-09-2020,Real Madrid,1 - 0,Valladolid,20/21
2815,04-10-2020,Levante,0 - 2,Real Madrid,20/21
2816,17-10-2020,Real Madrid,0 - 1,Cadiz,20/21
2817,24-10-2020,Barcelona,1 - 3,Real Madrid,20/21
2818,31-10-2020,Real Madrid,4 - 1,Huesca,20/21
2819,08-11-2020,Valencia,4 - 1,Real Madrid,20/21
2820,21-11-2020,Villarreal,1 - 1,Real Madrid,20/21
2821,28-11-2020,Real Madrid,1 - 2,Alaves,20/21
2822,05-12-2020,Sevilla,0 - 1,Real Madrid,20/21
2823,12-12-2020,Real Madrid,2 - 0,Ath Madrid,20/21
2824,15-12-2020,Real Madrid,3 - 1,Ath Bilbao,20/21
2825,20-12-2020,Eibar,1 - 3,Real Madrid,20/21
2826,23-12-2020,Real Madrid,2 - 0,Granada,20/21
2827,30-12-2020,Elche,1 - 1,Real Madrid,20/21
2828,02-01-2021,Real Madrid,2 - 0,Celta,20/21
2829,09-01-2021,Osasuna,0 - 0,Real Madrid,20/21
2830,23-01-2021,Alaves,1 - 4,Real Madrid,20/21
2831,30-01-2021,Real Madrid,1 - 2,Levante,20/21
2832,06-02-2021,Huesca,1 - 2,Real Madrid,20/21
2833,09-02-2021,Real Madrid,2 - 0,Getafe,20/21
2834,14-02-2021,Real Madrid,2 - 0,Valencia,20/21
2835,20-02-2021,Valladolid,0 - 1,Real Madrid,20/21
2836,01-03-2021,Real Madrid,1 - 1,Sociedad,20/21
2837,07-03-2021,Ath Madrid,1 - 1,Real Madrid,20/21
2838,13-03-2021,Real Madrid,2 - 1,Elche,20/21
2839,20-03-2021,Celta,1 - 3,Real Madrid,20/21
2840,03-04-2021,Real Madrid,2 - 0,Eibar,20/21
2841,10-04-2021,Real Madrid,2 - 1,Barcelona,20/21
2842,18-04-2021,Getafe,0 - 0,Real Madrid,20/21
2843,21-04-2021,Cadiz,0 - 3,Real Madrid,20/21
2844,24-04-2021,Real Madrid,0 - 0,Betis,20/21
2845,01-05-2021,Real Madrid,2 - 0,Osasuna,20/21
2846,09-05-2021,Real Madrid,2 - 2,Sevilla,20/21
2847,13-05-2021,Granada,1 - 4,Real Madrid,20/21
2848,16-05-2021,Ath Bilbao,0 - 1,Real Madrid,20/21
2849,22-05-2021,Real Madrid,2 - 1,Villarreal,20/21
2850,27-09-2020,Cadiz,1 - 3,Sevilla,20/21
2851,01-10-2020,Sevilla,1 - 0,Levante,20/21
2852,04-10-2020,Barcelona,1 - 1,Sevilla,20/21
2853,17-10-2020,Granada,1 - 0,Sevilla,20/21
2854,24-10-2020,Sevilla,0 - 1,Eibar,20/21
2855,31-10-2020,Ath Bilbao,2 - 1,Sevilla,20/21
2856,07-11-2020,Sevilla,1 - 0,Osasuna,20/21
2857,21-11-2020,Sevilla,4 - 2,Celta,20/21
2858,28-11-2020,Huesca,0 - 1,Sevilla,20/21
2859,05-12-2020,Sevilla,0 - 1,Real Madrid,20/21
2860,12-12-2020,Getafe,0 - 1,Sevilla,20/21
2861,19-12-2020,Sevilla,1 - 1,Valladolid,20/21
2862,22-12-2020,Valencia,0 - 1,Sevilla,20/21
2863,29-12-2020,Sevilla,2 - 0,Villarreal,20/21
2864,02-01-2021,Betis,1 - 1,Sevilla,20/21
2865,09-01-2021,Sevilla,3 - 2,Sociedad,20/21
2866,12-01-2021,Ath Madrid,2 - 0,Sevilla,20/21
2867,19-01-2021,Alaves,1 - 2,Sevilla,20/21
2868,23-01-2021,Sevilla,3 - 0,Cadiz,20/21
2869,30-01-2021,Eibar,0 - 2,Sevilla,20/21
2870,06-02-2021,Sevilla,3 - 0,Getafe,20/21
2871,13-02-2021,Sevilla,1 - 0,Huesca,20/21
2872,22-02-2021,Osasuna,0 - 2,Sevilla,20/21
2873,27-02-2021,Sevilla,0 - 2,Barcelona,20/21
2874,06-03-2021,Elche,2 - 1,Sevilla,20/21
2875,14-03-2021,Sevilla,1 - 0,Betis,20/21
2876,17-03-2021,Sevilla,2 - 0,Elche,20/21
2877,20-03-2021,Valladolid,1 - 1,Sevilla,20/21
2878,04-04-2021,Sevilla,1 - 0,Ath Madrid,20/21
2879,12-04-2021,Celta,3 - 4,Sevilla,20/21
2880,18-04-2021,Sociedad,1 - 2,Sevilla,20/21
2881,21-04-2021,Levante,0 - 1,Sevilla,20/21
2882,25-04-2021,Sevilla,2 - 1,Granada,20/21
2883,03-05-2021,Sevilla,0 - 1,Ath Bilbao,20/21
2884,09-05-2021,Real Madrid,2 - 2,Sevilla,20/21
2885,12-05-2021,Sevilla,1 - 0,Valencia,20/21
2886,16-05-2021,Villarreal,4 - 0,Sevilla,20/21
2887,23-05-2021,Sevilla,1 - 0,Alaves,20/21
2888,13-09-2020,Valladolid,1 - 1,Sociedad,20/21
2889,20-09-2020,Sociedad,0 - 0,Real Madrid,20/21
2890,26-09-2020,Elche,0 - 3,Sociedad,20/21
2891,29-09-2020,Sociedad,0 - 1,Valencia,20/21
2892,03-10-2020,Sociedad,3 - 0,Getafe,20/21
2893,18-10-2020,Betis,0 - 3,Sociedad,20/21
2894,25-10-2020,Sociedad,4 - 1,Huesca,20/21
2895,01-11-2020,Celta,1 - 4,Sociedad,20/21
2896,08-11-2020,Sociedad,2 - 0,Granada,20/21
2897,22-11-2020,Cadiz,0 - 1,Sociedad,20/21
2898,29-11-2020,Sociedad,1 - 1,Villarreal,20/21
2899,06-12-2020,Alaves,0 - 0,Sociedad,20/21
2900,13-12-2020,Sociedad,1 - 1,Eibar,20/21
2901,16-12-2020,Barcelona,2 - 1,Sociedad,20/21
2902,19-12-2020,Levante,2 - 1,Sociedad,20/21
2903,22-12-2020,Sociedad,0 - 2,Ath Madrid,20/21
2904,31-12-2020,Ath Bilbao,0 - 1,Sociedad,20/21
2905,03-01-2021,Sociedad,1 - 1,Osasuna,20/21
2906,09-01-2021,Sevilla,3 - 2,Sociedad,20/21
2907,23-01-2021,Sociedad,2 - 2,Betis,20/21
2908,30-01-2021,Villarreal,1 - 1,Sociedad,20/21
2909,07-02-2021,Sociedad,4 - 1,Cadiz,20/21
2910,14-02-2021,Getafe,0 - 1,Sociedad,20/21
2911,21-02-2021,Sociedad,4 - 0,Alaves,20/21
2912,01-03-2021,Real Madrid,1 - 1,Sociedad,20/21
2913,07-03-2021,Sociedad,1 - 0,Levante,20/21
2914,14-03-2021,Granada,1 - 0,Sociedad,20/21
2915,21-03-2021,Sociedad,1 - 6,Barcelona,20/21
2916,07-04-2021,Sociedad,1 - 1,Ath Bilbao,20/21
2917,11-04-2021,Valencia,2 - 2,Sociedad,20/21
2918,18-04-2021,Sociedad,1 - 2,Sevilla,20/21
2919,22-04-2021,Sociedad,2 - 1,Celta,20/21
2920,26-04-2021,Eibar,0 - 1,Sociedad,20/21
2921,01-05-2021,Huesca,1 - 0,Sociedad,20/21
2922,07-05-2021,Sociedad,2 - 0,Elche,20/21
2923,12-05-2021,Ath Madrid,2 - 1,Sociedad,20/21
2924,16-05-2021,Sociedad,4 - 1,Valladolid,20/21
2925,22-05-2021,Osasuna,0 - 1,Sociedad,20/21
2926,13-09-2020,Valencia,4 - 2,Levante,20/21
2927,19-09-2020,Celta,2 - 1,Valencia,20/21
2928,26-09-2020,Valencia,1 - 1,Huesca,20/21
2929,29-09-2020,Sociedad,0 - 1,Valencia,20/21
2930,03-10-2020,Valencia,0 - 2,Betis,20/21
2931,18-10-2020,Villarreal,2 - 1,Valencia,20/21
2932,23-10-2020,Elche,2 - 1,Valencia,20/21
2933,01-11-2020,Valencia,2 - 2,Getafe,20/21
2934,08-11-2020,Valencia,4 - 1,Real Madrid,20/21
2935,22-11-2020,Alaves,2 - 2,Valencia,20/21
2936,28-11-2020,Valencia,0 - 1,Ath Madrid,20/21
2937,07-12-2020,Eibar,0 - 0,Valencia,20/21
2938,12-12-2020,Valencia,2 - 2,Ath Bilbao,20/21
2939,19-12-2020,Barcelona,2 - 2,Valencia,20/21
2940,22-12-2020,Valencia,0 - 1,Sevilla,20/21
2941,30-12-2020,Granada,2 - 1,Valencia,20/21
2942,04-01-2021,Valencia,1 - 1,Cadiz,20/21
2943,10-01-2021,Valladolid,0 - 1,Valencia,20/21
2944,21-01-2021,Valencia,1 - 1,Osasuna,20/21
2945,24-01-2021,Ath Madrid,3 - 1,Valencia,20/21
2946,30-01-2021,Valencia,1 - 0,Elche,20/21
2947,07-02-2021,Ath Bilbao,1 - 1,Valencia,20/21
2948,14-02-2021,Real Madrid,2 - 0,Valencia,20/21
2949,20-02-2021,Valencia,2 - 0,Celta,20/21
2950,27-02-2021,Getafe,3 - 0,Valencia,20/21
2951,05-03-2021,Valencia,2 - 1,Villarreal,20/21
2952,12-03-2021,Levante,1 - 0,Valencia,20/21
2953,21-03-2021,Valencia,2 - 1,Granada,20/21
2954,04-04-2021,Cadiz,2 - 1,Valencia,20/21
2955,11-04-2021,Valencia,2 - 2,Sociedad,20/21
2956,18-04-2021,Betis,2 - 2,Valencia,20/21
2957,21-04-2021,Osasuna,3 - 1,Valencia,20/21
2958,24-04-2021,Valencia,1 - 1,Alaves,20/21
2959,02-05-2021,Valencia,2 - 3,Barcelona,20/21
2960,09-05-2021,Valencia,3 - 0,Valladolid,20/21
2961,12-05-2021,Sevilla,1 - 0,Valencia,20/21
2962,16-05-2021,Valencia,4 - 1,Eibar,20/21
2963,22-05-2021,Huesca,0 - 0,Valencia,20/21
2964,13-09-2020,Valladolid,1 - 1,Sociedad,20/21
2965,20-09-2020,Betis,2 - 0,Valladolid,20/21
2966,27-09-2020,Valladolid,1 - 1,Celta,20/21
2967,30-09-2020,Real Madrid,1 - 0,Valladolid,20/21
2968,03-10-2020,Valladolid,1 - 2,Eibar,20/21
2969,18-10-2020,Huesca,2 - 2,Valladolid,20/21
2970,25-10-2020,Valladolid,0 - 2,Alaves,20/21
2971,02-11-2020,Villarreal,2 - 0,Valladolid,20/21
2972,08-11-2020,Valladolid,2 - 1,Ath Bilbao,20/21
2973,22-11-2020,Granada,1 - 3,Valladolid,20/21
2974,27-11-2020,Valladolid,1 - 1,Levante,20/21
2975,05-12-2020,Ath Madrid,2 - 0,Valladolid,20/21
2976,11-12-2020,Valladolid,3 - 2,Osasuna,20/21
2977,19-12-2020,Sevilla,1 - 1,Valladolid,20/21
2978,22-12-2020,Valladolid,0 - 3,Barcelona,20/21
2979,29-12-2020,Cadiz,0 - 0,Valladolid,20/21
2980,02-01-2021,Getafe,0 - 1,Valladolid,20/21
2981,10-01-2021,Valladolid,0 - 1,Valencia,20/21
2982,19-01-2021,Valladolid,2 - 2,Elche,20/21
2983,22-01-2021,Levante,2 - 2,Valladolid,20/21
2984,29-01-2021,Valladolid,1 - 3,Huesca,20/21
2985,05-02-2021,Alaves,1 - 0,Valladolid,20/21
2986,13-02-2021,Eibar,1 - 1,Valladolid,20/21
2987,20-02-2021,Valladolid,0 - 1,Real Madrid,20/21
2988,28-02-2021,Celta,1 - 1,Valladolid,20/21
2989,06-03-2021,Valladolid,2 - 1,Getafe,20/21
2990,13-03-2021,Osasuna,0 - 0,Valladolid,20/21
2991,20-03-2021,Valladolid,1 - 1,Sevilla,20/21
2992,05-04-2021,Barcelona,1 - 0,Valladolid,20/21
2993,11-04-2021,Valladolid,1 - 2,Granada,20/21
2994,21-04-2021,Elche,1 - 1,Valladolid,20/21
2995,24-04-2021,Valladolid,1 - 1,Cadiz,20/21
2996,28-04-2021,Ath Bilbao,2 - 2,Valladolid,20/21
2997,02-05-2021,Valladolid,1 - 1,Betis,20/21
2998,09-05-2021,Valencia,3 - 0,Valladolid,20/21
2999,13-05-2021,Valladolid,0 - 2,Villarreal,20/21
3000,16-05-2021,Sociedad,4 - 1,Valladolid,20/21
3001,22-05-2021,Valladolid,1 - 2,Ath Madrid,20/21
3002,13-09-2020,Villarreal,1 - 1,Huesca,20/21
3003,19-09-2020,Villarreal,2 - 1,Eibar,20/21
3004,27-09-2020,Barcelona,4 - 0,Villarreal,20/21
3005,30-09-2020,Villarreal,3 - 1,Alaves,20/21
3006,03-10-2020,Ath Madrid,0 - 0,Villarreal,20/21
3007,18-10-2020,Villarreal,2 - 1,Valencia,20/21
3008,25-10-2020,Cadiz,0 - 0,Villarreal,20/21
3009,02-11-2020,Villarreal,2 - 0,Valladolid,20/21
3010,08-11-2020,Getafe,1 - 3,Villarreal,20/21
3011,21-11-2020,Villarreal,1 - 1,Real Madrid,20/21
3012,29-11-2020,Sociedad,1 - 1,Villarreal,20/21
3013,06-12-2020,Villarreal,0 - 0,Elche,20/21
3014,13-12-2020,Betis,1 - 1,Villarreal,20/21
3015,19-12-2020,Osasuna,1 - 3,Villarreal,20/21
3016,22-12-2020,Villarreal,1 - 1,Ath Bilbao,20/21
3017,29-12-2020,Sevilla,2 - 0,Villarreal,20/21
3018,02-01-2021,Villarreal,2 - 1,Levante,20/21
3019,08-01-2021,Celta,0 - 4,Villarreal,20/21
3020,20-01-2021,Villarreal,2 - 2,Granada,20/21
3021,23-01-2021,Huesca,0 - 0,Villarreal,20/21
3022,30-01-2021,Villarreal,1 - 1,Sociedad,20/21
3023,06-02-2021,Elche,2 - 2,Villarreal,20/21
3024,14-02-2021,Villarreal,1 - 2,Betis,20/21
3025,21-02-2021,Ath Bilbao,1 - 1,Villarreal,20/21
3026,28-02-2021,Villarreal,0 - 2,Ath Madrid,20/21
3027,05-03-2021,Valencia,2 - 1,Villarreal,20/21
3028,14-03-2021,Eibar,1 - 3,Villarreal,20/21
3029,21-03-2021,Villarreal,2 - 1,Cadiz,20/21
3030,03-04-2021,Granada,0 - 3,Villarreal,20/21
3031,11-04-2021,Villarreal,1 - 2,Osasuna,20/21
3032,18-04-2021,Levante,1 - 5,Villarreal,20/21
3033,21-04-2021,Alaves,2 - 1,Villarreal,20/21
3034,25-04-2021,Villarreal,1 - 2,Barcelona,20/21
3035,02-05-2021,Villarreal,1 - 0,Getafe,20/21
3036,09-05-2021,Villarreal,2 - 4,Celta,20/21
3037,13-05-2021,Valladolid,0 - 2,Villarreal,20/21
3038,16-05-2021,Villarreal,4 - 0,Sevilla,20/21
3039,22-05-2021,Real Madrid,2 - 1,Villarreal,20/21
3040,14-08-2021,Alaves,1 - 4,Real Madrid,21/22
3041,21-08-2021,Alaves,0 - 1,Mallorca,21/22
3042,27-08-2021,Valencia,3 - 0,Alaves,21/22
3043,18-09-2021,Alaves,0 - 2,Osasuna,21/22
3044,22-09-2021,Espanol,1 - 0,Alaves,21/22
3045,25-09-2021,Alaves,1 - 0,Ath Madrid,21/22
3046,01-10-2021,Ath Bilbao,1 - 0,Alaves,21/22
3047,18-10-2021,Alaves,0 - 1,Betis,21/22
3048,23-10-2021,Cadiz,0 - 2,Alaves,21/22
3049,26-10-2021,Alaves,1 - 0,Elche,21/22
3050,30-10-2021,Barcelona,1 - 1,Alaves,21/22
3051,06-11-2021,Alaves,2 - 1,Levante,21/22
3052,20-11-2021,Sevilla,2 - 2,Alaves,21/22
3053,27-11-2021,Alaves,1 - 2,Celta,21/22
3054,03-12-2021,Granada,2 - 1,Alaves,21/22
3055,11-12-2021,Alaves,1 - 1,Getafe,21/22
3056,18-12-2021,Vallecano,2 - 0,Alaves,21/22
3057,21-12-2021,Villarreal,5 - 2,Alaves,21/22
3058,02-01-2022,Alaves,1 - 1,Sociedad,21/22
3059,09-01-2022,Alaves,0 - 0,Ath Bilbao,21/22
3060,18-01-2022,Betis,4 - 0,Alaves,21/22
3061,23-01-2022,Alaves,0 - 1,Barcelona,21/22
3062,05-02-2022,Elche,3 - 1,Alaves,21/22
3063,13-02-2022,Alaves,2 - 1,Valencia,21/22
3064,19-02-2022,Real Madrid,3 - 0,Alaves,21/22
3065,26-02-2022,Getafe,2 - 2,Alaves,21/22
3066,04-03-2022,Alaves,0 - 0,Sevilla,21/22
3067,13-03-2022,Sociedad,1 - 0,Alaves,21/22
3068,19-03-2022,Alaves,2 - 3,Granada,21/22
3069,02-04-2022,Ath Madrid,4 - 1,Alaves,21/22
3070,10-04-2022,Osasuna,1 - 0,Alaves,21/22
3071,16-04-2022,Alaves,1 - 0,Vallecano,21/22
3072,19-04-2022,Mallorca,2 - 1,Alaves,21/22
3073,30-04-2022,Alaves,2 - 1,Villarreal,21/22
3074,07-05-2022,Celta,4 - 0,Alaves,21/22
3075,11-05-2022,Alaves,2 - 1,Espanol,21/22
3076,15-05-2022,Levante,3 - 1,Alaves,21/22
3077,22-05-2022,Alaves,0 - 1,Cadiz,21/22
3078,16-08-2021,Elche,0 - 0,Ath Bilbao,21/22
3079,21-08-2021,Ath Bilbao,1 - 1,Barcelona,21/22
3080,28-08-2021,Celta,0 - 1,Ath Bilbao,21/22
3081,11-09-2021,Ath Bilbao,2 - 0,Mallorca,21/22
3082,18-09-2021,Ath Madrid,0 - 0,Ath Bilbao,21/22
3083,21-09-2021,Ath Bilbao,1 - 2,Vallecano,21/22
3084,25-09-2021,Valencia,1 - 1,Ath Bilbao,21/22
3085,01-10-2021,Ath Bilbao,1 - 0,Alaves,21/22
3086,23-10-2021,Ath Bilbao,2 - 1,Villarreal,21/22
3087,26-10-2021,Espanol,1 - 1,Ath Bilbao,21/22
3088,31-10-2021,Sociedad,1 - 1,Ath Bilbao,21/22
3089,05-11-2021,Ath Bilbao,0 - 1,Cadiz,21/22
3090,19-11-2021,Levante,0 - 0,Ath Bilbao,21/22
3091,26-11-2021,Ath Bilbao,2 - 2,Granada,21/22
3092,01-12-2021,Real Madrid,1 - 0,Ath Bilbao,21/22
3093,06-12-2021,Getafe,0 - 0,Ath Bilbao,21/22
3094,11-12-2021,Ath Bilbao,0 - 1,Sevilla,21/22
3095,19-12-2021,Ath Bilbao,3 - 2,Betis,21/22
3096,22-12-2021,Ath Bilbao,1 - 2,Real Madrid,21/22
3097,03-01-2022,Osasuna,1 - 3,Ath Bilbao,21/22
3098,09-01-2022,Alaves,0 - 0,Ath Bilbao,21/22
3099,23-01-2022,Vallecano,0 - 1,Ath Bilbao,21/22
3100,07-02-2022,Ath Bilbao,2 - 1,Espanol,21/22
3101,14-02-2022,Mallorca,3 - 2,Ath Bilbao,21/22
3102,20-02-2022,Ath Bilbao,4 - 0,Sociedad,21/22
3103,27-02-2022,Barcelona,4 - 0,Ath Bilbao,21/22
3104,07-03-2022,Ath Bilbao,3 - 1,Levante,21/22
3105,13-03-2022,Betis,1 - 0,Ath Bilbao,21/22
3106,18-03-2022,Ath Bilbao,1 - 1,Getafe,21/22
3107,03-04-2022,Ath Bilbao,2 - 1,Elche,21/22
3108,09-04-2022,Villarreal,1 - 1,Ath Bilbao,21/22
3109,17-04-2022,Ath Bilbao,0 - 2,Celta,21/22
3110,21-04-2022,Cadiz,2 - 3,Ath Bilbao,21/22
3111,30-04-2022,Ath Bilbao,2 - 0,Ath Madrid,21/22
3112,07-05-2022,Ath Bilbao,0 - 0,Valencia,21/22
3113,10-05-2022,Granada,1 - 0,Ath Bilbao,21/22
3114,15-05-2022,Ath Bilbao,2 - 0,Osasuna,21/22
3115,22-05-2022,Sevilla,1 - 0,Ath Bilbao,21/22
3116,15-08-2021,Celta,1 - 2,Ath Madrid,21/22
3117,22-08-2021,Ath Madrid,1 - 0,Elche,21/22
3118,29-08-2021,Ath Madrid,2 - 2,Villarreal,21/22
3119,12-09-2021,Espanol,1 - 2,Ath Madrid,21/22
3120,18-09-2021,Ath Madrid,0 - 0,Ath Bilbao,21/22
3121,21-09-2021,Getafe,1 - 2,Ath Madrid,21/22
3122,25-09-2021,Alaves,1 - 0,Ath Madrid,21/22
3123,02-10-2021,Ath Madrid,2 - 0,Barcelona,21/22
3124,24-10-2021,Ath Madrid,2 - 2,Sociedad,21/22
3125,28-10-2021,Levante,2 - 2,Ath Madrid,21/22
3126,31-10-2021,Ath Madrid,3 - 0,Betis,21/22
3127,07-11-2021,Valencia,3 - 3,Ath Madrid,21/22
3128,20-11-2021,Ath Madrid,1 - 0,Osasuna,21/22
3129,28-11-2021,Cadiz,1 - 4,Ath Madrid,21/22
3130,04-12-2021,Ath Madrid,1 - 2,Mallorca,21/22
3131,12-12-2021,Real Madrid,2 - 0,Ath Madrid,21/22
3132,18-12-2021,Sevilla,2 - 1,Ath Madrid,21/22
3133,22-12-2021,Granada,2 - 1,Ath Madrid,21/22
3134,02-01-2022,Ath Madrid,2 - 0,Vallecano,21/22
3135,09-01-2022,Villarreal,2 - 2,Ath Madrid,21/22
3136,22-01-2022,Ath Madrid,3 - 2,Valencia,21/22
3137,06-02-2022,Barcelona,4 - 2,Ath Madrid,21/22
3138,12-02-2022,Ath Madrid,4 - 3,Getafe,21/22
3139,16-02-2022,Ath Madrid,0 - 1,Levante,21/22
3140,19-02-2022,Osasuna,0 - 3,Ath Madrid,21/22
3141,26-02-2022,Ath Madrid,2 - 0,Celta,21/22
3142,06-03-2022,Betis,1 - 3,Ath Madrid,21/22
3143,11-03-2022,Ath Madrid,2 - 1,Cadiz,21/22
3144,19-03-2022,Vallecano,0 - 1,Ath Madrid,21/22
3145,02-04-2022,Ath Madrid,4 - 1,Alaves,21/22
3146,09-04-2022,Mallorca,1 - 0,Ath Madrid,21/22
3147,17-04-2022,Ath Madrid,2 - 1,Espanol,21/22
3148,20-04-2022,Ath Madrid,0 - 0,Granada,21/22
3149,30-04-2022,Ath Bilbao,2 - 0,Ath Madrid,21/22
3150,08-05-2022,Ath Madrid,1 - 0,Real Madrid,21/22
3151,11-05-2022,Elche,0 - 2,Ath Madrid,21/22
3152,15-05-2022,Ath Madrid,1 - 1,Sevilla,21/22
3153,22-05-2022,Sociedad,1 - 2,Ath Madrid,21/22
3154,15-08-2021,Barcelona,4 - 2,Sociedad,21/22
3155,21-08-2021,Ath Bilbao,1 - 1,Barcelona,21/22
3156,29-08-2021,Barcelona,2 - 1,Getafe,21/22
3157,20-09-2021,Barcelona,1 - 1,Granada,21/22
3158,23-09-2021,Cadiz,0 - 0,Barcelona,21/22
3159,26-09-2021,Barcelona,3 - 0,Levante,21/22
3160,02-10-2021,Ath Madrid,2 - 0,Barcelona,21/22
3161,17-10-2021,Barcelona,3 - 1,Valencia,21/22
3162,24-10-2021,Barcelona,1 - 2,Real Madrid,21/22
3163,27-10-2021,Vallecano,1 - 0,Barcelona,21/22
